index,userid,Unnamed: 0,variant,main_verb,determiner,noun,gerund,participle,latitude,longitude
2148,3345622,88422,Y needs X to be Ved,wants,the,world,,restored,55.953252,-3.188267
2149,1908646,69234,Y needs X Ving,wants,the,ride,taking,,51.5073509,-0.12775830000000002
2150,4446347,17206,Y needs X Ving,need,the,right,viewing,,55.953252,-3.188267
2151,871788,114248,Y needs X to be Ved,want,the,vale,,filled,51.580559,-0.341995
2152,871788,114248,Y needs X to be Ved,want,the,vale,,filled,51.580559,-0.341995
2153,2053957,46360,Y needs X Ving,need,the,fairytale,ending,,57.477773,-4.224721
2154,4447940,27514,Y needs X Ving,needs,the,lemonade,adding,,50.99750666473128,-3.927118568193401
2155,1919338,90631,Y needs X Ving,need,the,account,closing,,51.5073509,-0.12775830000000002
2156,2514218,10076,Y needs X Ving,need,the,same,doing,,52.22045018239496,0.5115784057048179
2157,3467355,16510,Y needs X to be Ved,want,the,match,,decided,53.5933498,-2.2966054
2158,6215869,93788,Y needs X to be Ved,want,the,piano,,locked,53.34389341871059,-6.249381218730616
2159,6215869,93993,Y needs X to be Ved,want,the,piano,,locked,53.34389341871059,-6.249381218730616
2160,1211814,125921,Y needs X Ving,want,the,hooligans,banning,,53.389991,-3.023009
2161,5406612,11574,Y needs X Ved,want,the,deal,,done,51.0576948,-1.3080629
2162,571060,99100,Y needs X Ved,want,the,nipples,,freed,50.84959668521344,-0.631561593478396
2163,5542555,128227,Y needs X Ved,wants,the,victory,,handed,55.864237,-4.251806
2164,4099715,167342,Y needs X Ving,need,the,same,doing,,54.90686899999999,-1.383801
2165,1064598,89573,Y needs X to be Ved,deserves,the,brown,,kicked,51.8985143,-8.4756035
2166,2288359,59533,Y needs X Ved,wants,the,heating,,turned,55.94566800000001,-3.992534
2167,1566779,117387,Y needs X Ved,want,the,referendum,,respected,53.3727181,-3.073754
2168,1428362,46907,Y needs X Ving,wanted,the,game,calling,,52.95478320000001,-1.1581086
2169,144114,93028,Y needs X Ving,needs,the,most,training,,50.82253,-0.137163
2170,4848074,24697,Y needs X to be Ved,wanted,the,most,,fixed,51.5073509,-0.12775830000000002
2171,4848074,24793,Y needs X to be Ved,wanted,the,most,,fixed,51.5073509,-0.12775830000000002
2172,2877903,89133,Y needs X to be Ved,want,the,original,,called,52.111115181514464,0.226067907242657
2173,1609948,29010,Y needs X to be Ved,want,the,players,,distracted,53.4807593,-2.2426305
2174,5245443,36402,Y needs X Ved,want,the,images,,deleted,52.80534862306335,-1.17717767863467
2175,2688020,58954,Y needs X Ved,wanted,the,facade,,saved,51.276870267525126,-0.180512771210298
2176,2999692,125879,Y needs X Ving,needed,the,entrance,blocking,,53.4514221555447,-2.632848064069059
2177,2895700,13,Y needs X to be Ved,want,the,painting,,finished,56.46201800000001,-2.970721
2178,697962,125155,Y needs X to be Ved,deserves,the,ball,,played,50.3754565,-4.1426565
2179,3915188,6591,Y needs X Ved,need,the,parcel,,delivered,52.51665666885469,-1.4813510776445409
2180,6002196,26565,Y needs X to be Ved,need,the,bursary,,reinstated,53.3727181,-3.073754
2181,6002196,27126,Y needs X to be Ved,need,the,bursary,,reinstated,53.3727181,-3.073754
2182,2382570,16339,Y needs X to be Ved,want,the,option,,loved,52.2371037,-0.9063141
2183,6121713,100849,Y needs X Ving,want,the,media,using,,52.7516798,0.4022963
2184,49336,16380,Y needs X Ved,need,the,volume,,turned,54.77525,-1.584852
2185,4228031,55009,Y needs X Ving,want,the,people,eating,,53.34980529999999,-6.260309700000001
2186,5497295,96396,Y needs X Ved,want,the,question,,changed,56.706922,-2.4661150000000003
2187,5497295,90954,Y needs X Ved,wanted,the,protest,,stopped,56.706922,-2.4661150000000003
2188,1842389,44072,Y needs X Ving,needs,the,bollard,replacing,,53.48380600000001,-2.0500759
2189,5279156,38053,Y needs X Ved,want,the,age,,lowered,54.011022,-1.47102
2190,2933493,77223,Y needs X Ved,want,the,invoice,,sent,53.40837140000001,-2.9915726
2191,5800663,29566,Y needs X Ving,needs,the,same,doing,,53.795984,-1.759398
2192,4513326,15485,Y needs X Ved,need,the,ending,,explained,52.903547667950974,-1.183523077636054
2193,3994823,23785,Y needs X Ving,need,the,deadbolt,sorting,,52.2545225,-2.2668382
2194,6078145,69068,Y needs X to be Ved,want,the,uk,,viewed,51.38544518372361,-0.252753593305613
2195,2328885,93477,Y needs X Ved,want,the,backstop,,removed,51.617843179350785,-0.737763588297068
2196,4397512,38867,Y needs X to be Ved,want,the,seeding,,done,52.486243,-1.890401
2197,4155439,41813,Y needs X Ved,want,the,gaffa,,sacked,55.119605650729284,-1.527816062456003
2198,3438840,62455,Y needs X Ved,want,the,funds,,returned,51.41054141311366,-0.09251208313372597
2199,6043617,114951,Y needs X Ved,need,the,job,,done,53.147195,-1.198674
2200,613197,40429,Y needs X Ving,want,the,most,annoying,,53.27066800000001,-9.0567905
2201,1981697,33180,Y needs X Ved,wanted,the,hedge,,removed,53.40837140000001,-2.9915726
2202,1981697,33180,Y needs X Ved,wanted,the,hedge,,removed,53.40837140000001,-2.9915726
2203,1981697,33185,Y needs X Ved,wanted,the,hedge,,removed,53.40837140000001,-2.9915726
2204,1981697,33185,Y needs X Ved,wanted,the,hedge,,removed,53.40837140000001,-2.9915726
2205,1981697,32312,Y needs X Ved,wanted,the,hedge,,removed,53.40837140000001,-2.9915726
2206,1981697,32312,Y needs X Ved,wanted,the,hedge,,removed,53.40837140000001,-2.9915726
2207,1375370,82549,Y needs X Ved,want,the,item,,advertised,50.8518324,-0.9847132
2208,2710743,125501,Y needs X Ved,want,the,others,,did,52.033566676355115,-0.764063085724308
2209,3171947,70939,Y needs X Ving,want,the,house,looking,,51.13240769420169,1.302505393221118
2210,4957574,100278,Y needs X Ving,want,the,moment,capturing,,53.95996510000001,-1.0872979
2211,1722241,112504,Y needs X to be Ved,wanted,the,points,,added,51.5946799,-3.784097
2212,1353263,120946,Y needs X Ving,want,the,player,doing,,51.8097823,-0.2376744
2213,99354,24999,Y needs X to be Ved,wants,the,motion,,supported,51.595832681806144,-0.337062091455874
2214,2305244,48011,Y needs X Ving,deserve,the,word,advertising,,53.34980529999999,-6.260309700000001
2215,283978,87041,Y needs X to be Ved,want,the,youth,,given,54.9966124,-7.308574799999999
2216,777369,4333,Y needs X Ving,need,the,police,tackling,,51.50162518576445,0.244712403561457
2217,5817651,111248,Y needs X to be Ved,need,the,law,,strengthened,54.595868626946924,-5.928412535622676
2218,2033878,18331,Y needs X Ved,wanted,the,northside,,connected,53.34980529999999,-6.260309700000001
2219,4790014,58956,Y needs X Ving,want,the,terrorist,loving,,56.320235,-3.010137
2220,578286,60826,Y needs X Ving,want,the,board,choosing,,55.858302128951905,-4.241751039861819
2221,5229601,95169,Y needs X Ving,need,the,top,doing,,52.77131800000001,-1.554997
2222,5229601,95665,Y needs X Ving,need,the,top,doing,,52.77131800000001,-1.554997
2223,174749,95293,Y needs X Ved,want,the,job,,done,51.7859365,-1.4850544
2224,3115426,124634,Y needs X Ving,want,the,crowd,believing,,51.62144,-3.943646
2225,2559791,154971,Y needs X to be Ved,want,the,opportunity,,trained,53.795984,-1.759398
2226,4405864,117233,Y needs X Ving,need,the,fat,cheating,,52.056736,1.14822
2227,3465000,79467,Y needs X Ving,want,the,team,trying,,51.81846,-0.358953
2228,3465000,79467,Y needs X Ving,want,the,team,trying,,51.81846,-0.358953
2229,4296007,83006,Y needs X Ved,want,the,season,,done,53.40837140000001,-2.9915726
2230,2805952,121336,Y needs X Ved,wanted,the,case,,resolved,51.5557739,-1.7797176
2231,254026,70501,Y needs X Ving,want,the,country/area,improving,,53.801955659532176,-1.565489569728704
2232,6026088,96265,Y needs X to be Ved,need,the,abuse,,shared,53.04304000000001,-2.992494
2233,1495995,126506,Y needs X to be Ved,want,the,game,,played,55.331461,-1.585261
2234,4035437,21117,Y needs X Ved,want,the,videos,,stored,53.95996510000001,-1.0872979
2235,706073,46049,Y needs X Ving,need,the,sweet,loving,,51.454513,-2.58791
2236,6414216,69327,Y needs X Ving,need,the,same,warning,,51.8985143,-8.4756035
2237,6172205,84891,Y needs X Ving,need,the,most,strengthening,,50.9097004,-1.4043508999999998
2238,6044576,58,Y needs X to be Ved,want,the,prey,,eaten,55.953252,-3.188267
2239,1155273,21895,Y needs X Ving,want,the,happy,ending,,55.770242,-2.005395
2240,1479629,118423,Y needs X Ving,want,the,logo,facing,,51.8072204,-0.8127664000000001
2241,5154869,19748,Y needs X to be Ved,want,the,day,,done,50.9097004,-1.4043508999999998
2242,523487,32322,Y needs X Ving,want,the,world,seeing,,51.85309116900074,-2.229417075872445
2243,1597548,81740,Y needs X Ving,want,the,police,knocking,,52.4750743,-1.8298330000000005
2244,6526131,29533,Y needs X Ving,want,the,gender,removing,,53.456952157913115,-2.233479566883483
2245,1842288,65297,Y needs X Ving,needs,the,e,taking,,53.8007554,-1.5490774
2246,1842288,65146,Y needs X Ving,needs,the,e,taking,,53.8007554,-1.5490774
2247,1456050,98007,Y needs X Ving,want,the,hottest,looking,,51.5073509,-0.12775830000000002
2248,1855756,11823,Y needs X to be Ved,want,the,opportunity,,mentored,54.046575,-2.8007399
2249,3073996,85820,Y needs X Ving,deserve,the,twitter,kicking,,55.131418149377225,-1.7396190608954751
2250,6477470,92921,Y needs X to be Ved,want,the,north,,reunited,52.27570967041998,-1.496640578895258
2251,229757,59311,Y needs X to be Ved,wanted,the,game,,played,53.8007554,-1.5490774
2252,858450,25295,Y needs X Ving,needs,the,windscreen,replacing,,55.126957,-1.510277
2253,1760840,33613,Y needs X Ved,need,the,same,,done,53.546259154032576,-2.774311062540322
2254,290629,26001,Y needs X Ving,needs,the,hem,taking,,53.81750529999999,-3.0356748
2255,2336730,97468,Y needs X to be Ved,want,the,show,,sued,51.5073509,-0.12775830000000002
2256,5023812,67429,Y needs X Ving,need,the,duvet,covering,,52.85706416193842,-2.25194957011109
2257,5023812,67435,Y needs X Ving,need,the,duvet,covering,,52.85706416193842,-2.25194957011109
2258,4537158,125910,Y needs X Ved,want,the,favour,,returned,53.381129,-1.470085
2259,3985625,15675,Y needs X Ving,needs,the,smile,wiping,,51.7520209,-1.2577263
2260,2657053,77200,Y needs X Ved,needed,the,fixture,,played,51.8348331808665,-0.216592090994768
2261,3312191,108404,Y needs X Ving,need,the,gap,filling,,52.406822,-1.519693
2262,1220537,119042,Y needs X Ved,need,the,deals,,done,55.010762,-1.4491379999999998
2263,1208066,121931,Y needs X Ving,needs,the,bar,taking,,52.7063657,-2.7417849
2264,1208066,121960,Y needs X Ving,needs,the,bar,taking,,52.7063657,-2.7417849
2265,6530626,24283,Y needs X Ved,wanted,the,club,,saved,51.51483017952522,0.044915575392404
2266,599194,140771,Y needs X Ved,want,the,money,,taken,51.5073509,-0.12775830000000002
2267,4046718,35244,Y needs X to be Ved,want,the,area,,associated,51.5073509,-0.12775830000000002
2268,3930197,126366,Y needs X Ving,need,the,lid,taking,,54.72181415416701,-1.4079790655927542
2269,1070190,75249,Y needs X Ving,want,the,tv,turning,,53.93184416076496,-1.2074820715725711
2270,1018888,81980,Y needs X Ved,wants,the,kids,,raised,52.570385,-1.824042
2271,5013970,17046,Y needs X Ving,need,the,lighthouse,inviting,,51.38544518372361,-0.252753593305613
2272,6248365,54373,Y needs X Ved,needed,the,people,,respected,52.07686567968257,-0.135302090213253
2273,4190865,111529,Y needs X to be Ved,want,the,union,,broken,55.77511612899549,-4.32584103976342
2274,2302249,14164,Y needs X Ved,want,the,tories,,humiliated,52.49396616659272,-1.890640074770749
2275,1324252,6293,Y needs X Ving,needs,the,lid,removing,,52.84708966173086,-2.2981335698335514
2276,1653065,6886,Y needs X Ved,want,the,perpetrator,,punished,50.68899999999999,-4.5939999999999985
2277,722725,75146,Y needs X to be Ved,want,the,tories,,eliminated,51.426799,-0.331342
2278,722725,78051,Y needs X to be Ved,want,the,tories,,eliminated,51.426799,-0.331342
2279,610622,47347,Y needs X Ving,needs,the,handbrake,adjusting,,50.8832546723609,-2.7920795770819904
2280,4772936,67669,Y needs X Ving,wants,the,price,checking,,53.5768647,-2.4282192000000005
2281,2828388,8183,Y needs X Ving,needs,the,health,warning,,51.5073509,-0.12775830000000002
2282,4045909,11269,Y needs X Ving,need,the,person,receiving,,53.48093460000001,-2.2473039
2283,5165434,25751,Y needs X Ved,wants,the,roof,,closed,51.4817279,-0.613576
2284,2154088,35944,Y needs X Ving,deserved,the,win,embarrassing,,53.4807593,-2.2426305
2285,2154088,35860,Y needs X Ving,deserved,the,win,embarrassing,,53.4807593,-2.2426305
2286,12594,30621,Y needs X Ved,want,the,service,,provided,51.49838668316304,-0.216107592935755
2287,1308520,101760,Y needs X to be Ved,want,the,world,,given,50.74391267949184,-1.746065585634172
2288,458611,151820,Y needs X Ved,want,the,bastard,,prosecuted,51.584151,-2.997664
2289,458611,151820,Y needs X Ved,want,the,bastard,,prosecuted,51.0551109,-2.733788
2290,458611,151819,Y needs X Ved,want,the,bastard,,prosecuted,51.584151,-2.997664
2291,458611,151819,Y needs X Ved,want,the,bastard,,prosecuted,51.0551109,-2.733788
2292,2332227,162229,Y needs X Ved,wanted,the,manager,,replaced,54.653827,-8.1096143
2293,4478252,49580,Y needs X Ved,want,the,video,,finished,53.230688,-0.540579
2294,3494860,74218,Y needs X Ving,needs,the,battery,changing,,51.5742447,0.4856781
2295,3494860,74218,Y needs X Ving,needs,the,battery,changing,,52.5694985,-0.2405299
2296,3963908,108747,Y needs X Ved,need,the,work,,done,51.441884,0.370759
2297,4424007,78710,Y needs X to be Ved,wanted,the,artwork,,displayed,51.50656995390441,-0.259922845719953
2298,4424007,78751,Y needs X to be Ved,wanted,the,artwork,,displayed,51.50656995390441,-0.259922845719953
2299,4424007,78756,Y needs X to be Ved,wanted,the,artwork,,displayed,51.50656995390441,-0.259922845719953
2300,3871464,109619,Y needs X to be Ved,want,the,monarch,,replaced,51.5073509,-0.12775830000000002
2301,5953354,23238,Y needs X Ving,want,the,boss,seeing,,51.3147593,-0.5599501
2302,81859,97399,Y needs X Ved,wanted,the,bridge,,removed,51.565195182438536,-0.26314009219365603
2303,5538642,123475,Y needs X Ving,want,the,police,tracking,,52.06146018678454,1.098602400268049
2304,3972682,116362,Y needs X Ving,need,the,pressure,reducing,,51.854023185183706,0.564859903155855
2305,4979088,124171,Y needs X Ved,need,the,same,,done,51.454513,-2.58791
2306,5746287,2192,Y needs X to be Ved,wants,the,day,,cancelled,51.58790118320384,-0.102161593288369
2307,1104692,140390,Y needs X Ving,deserve,the,same,training,,54.97825200000001,-1.61778
2308,4717412,26095,Y needs X to be Ved,wanted,the,game,,played,50.97833818848411,0.096722901676023
2309,2002572,512,Y needs X to be Ved,want,the,child,,called,51.5073509,-0.12775830000000002
2310,4850444,110545,Y needs X to be Ved,need,the,card,,changed,52.50729475980207,-1.827350760365896
2311,1365144,92387,Y needs X Ving,need,the,same,doing,,53.93184416076496,-1.2074820715725711
2312,1365144,92381,Y needs X Ving,deserve,the,same,doing,,53.93184416076496,-1.2074820715725711
2313,1365144,92316,Y needs X Ving,need,the,same,doing,,53.93184416076496,-1.2074820715725711
2314,1365144,92265,Y needs X Ving,deserve,the,same,doing,,53.93184416076496,-1.2074820715725711
2315,4438366,90240,Y needs X Ving,wanted,the,fire,turning,,52.85437717074181,-0.763920081017586
2316,6073692,59818,Y needs X Ved,want,the,hassle,,taken,52.5694985,-0.2405299
2317,6073692,59955,Y needs X Ved,want,the,hassle,,taken,52.5694985,-0.2405299
2318,6073692,59944,Y needs X Ved,want,the,hassle,,taken,52.5694985,-0.2405299
2319,3088135,80120,Y needs X Ved,need,the,voucher,,printed,51.5073509,-0.12775830000000002
2320,846514,47546,Y needs X Ved,wants,the,case,,settled,53.4923939,-6.2539777
2321,3315605,86407,Y needs X Ving,need,the,screen,changing,,53.598398,-2.554762
2322,1855866,28426,Y needs X Ving,needs,the,shit,retweeting,,53.653511,-2.632596
2323,4130121,3011,Y needs X Ved,need,the,funds,,released,51.8985143,-8.4756035
2324,62395,57527,Y needs X Ving,deserves,the,full,backing,,55.8848595,-4.2817426
2325,62395,57389,Y needs X Ved,want,the,game,,played,55.8848595,-4.2817426
2326,6302870,19948,Y needs X Ving,wanted,the,last,booking,,53.425561,-2.323702
2327,705041,79175,Y needs X Ved,wants,the,seat,,taken,51.53706068160327,-0.442360590993892
2328,2288044,152348,Y needs X Ved,want,the,role,,offered,51.461741682642895,-0.350692092122028
2329,4647778,10822,Y needs X Ved,want,the,deal,,done,53.54286515802092,-2.116869067235112
2330,4354190,24265,Y needs X Ving,need,the,postal,tracking,,51.5073509,-0.12775830000000002
2331,3986242,30069,Y needs X Ved,want,the,fucker,,sacked,53.7892877,-2.2405035
2332,3375622,18751,Y needs X Ved,want,the,cat,,named,52.772099,-1.206166
2333,1637893,26514,Y needs X Ving,want,the,pitch,sorting,,53.795984,-1.759398
2334,2836529,91051,Y needs X Ved,wanted,the,commission,,loved,52.486243,-1.890401
2335,6567305,124027,Y needs X Ving,needs,the,policy,updating,,52.335212,0.3375079
2336,3081950,168790,Y needs X Ved,need,the,laptop,,fixed,56.46201800000001,-2.970721
2337,3081950,168829,Y needs X Ved,need,the,laptop,,fixed,56.46201800000001,-2.970721
2338,2802678,96070,Y needs X to be Ved,want,the,bastards,,locked,51.347405,-2.977255
2339,5006870,162808,Y needs X Ving,want,the,name,calling,,52.406822,-1.519693
2340,6258782,50998,Y needs X Ving,want,the,ioc,dragging,,53.2735021332017,-6.39952053933045
2341,3049552,106387,Y needs X Ved,want,the,first,,signed,53.8007554,-1.5490774
2342,3836363,186570,Y needs X Ved,needed,the,cushions,,taken,52.38486199429872,-3.797593015408588
2343,4565331,6761,Y needs X to be Ved,want,the,him,,sacked,52.590273,-3.853485
2344,4015602,30779,Y needs X Ved,needed,the,sides,,done,55.91087262742693,-4.425149038383792
2345,869485,58170,Y needs X Ved,wanted,the,joker,,banned,52.95478320000001,-1.1581086
2346,150496,69190,Y needs X Ving,want,the,people,driving,,51.7520209,-1.2577263
2347,150496,69190,Y needs X Ving,want,the,people,driving,,51.7520209,-1.2577263
2348,2030021,139517,Y needs X Ved,need,the,words,,printed,51.491519016443824,-3.1064492540506063
2349,1097810,146935,Y needs X Ving,want,the,pax,joining,,51.274356681098226,-0.8421630894640949
2350,6006236,2937,Y needs X Ving,want,the,lords,taking,,52.1872472,0.9707801
2351,5015959,35374,Y needs X Ving,needs,the,financial,backing,,51.92692418545997,0.701305902534831
2352,4344850,94340,Y needs X Ved,wants,the,director,,prosecuted,51.5073509,-0.12775830000000002
2353,4344850,94340,Y needs X Ved,wants,the,director,,prosecuted,51.5073509,-0.12775830000000002
2354,2388809,16124,Y needs X Ving,needs,the,same,doing,,53.64579200000001,-1.7850351000000002
2355,3271088,61542,Y needs X Ving,want,the,same,ending,,51.3679705,0.070062
2356,2403205,87454,Y needs X to be Ved,wants,the,fans,,entertained,53.52282,-1.128462
2357,770948,41873,Y needs X Ving,needs,the,wrinkles,ironing,,52.95478320000001,-1.1581086
2358,5127337,65484,Y needs X Ving,wanted,the,manager,sacking,,53.59007965702301,-2.228954566168337
2359,283956,126559,Y needs X to be Ved,needs,the,'right',,offended,54.94263100000001,-2.736329
2360,3416883,2184,Y needs X Ving,need,the,job,doing,,52.205337,0.121817
2361,3303816,18246,Y needs X Ved,want,the,circle,,led,51.51448018375678,-0.092910093782144
2362,1535240,82312,Y needs X Ving,want,the,garbage,entertaining,,51.5672808,-0.2710568
2363,5730425,42669,Y needs X Ving,deserves,the,same,backing,,53.381129,-1.470085
2364,5730425,42668,Y needs X Ving,deserves,the,same,backing,,53.381129,-1.470085
2365,4374419,70180,Y needs X Ving,want,the,whole,changing,,51.376165,-0.098234
2366,243509,99354,Y needs X Ved,needs,the,same,,done,51.38544518372361,-0.252753593305613
2367,5431772,24221,Y needs X Ving,need,the,favour,returning,,53.38260765625901,-2.593300064733046
2368,1211993,82722,Y needs X Ved,want,the,man,,axed,51.5073509,-0.12775830000000002
2369,3362092,17397,Y needs X Ving,want,the,gal,listening,,52.486243,-1.890401
2370,2507997,57605,Y needs X Ving,need,the,job,doing,,52.4750743,-1.8298330000000005
2371,2507997,54640,Y needs X Ved,want,the,same,,replaced,52.4750743,-1.8298330000000005
2372,300325,77900,Y needs X Ved,need,the,hassle,,taken,51.481581,-3.17909
2373,346878,101292,Y needs X Ved,wants,the,prisons,,reformed,51.0729874,-3.8918711
2374,5646857,71340,Y needs X Ving,needs,the,joke,explaining,,53.4807593,-2.2426305
2375,5985112,116104,Y needs X Ving,needed,the,gps,measuring,,54.597285,-5.93012
2376,5985112,116248,Y needs X Ving,need,the,wood,burning,,54.597285,-5.93012
2377,5985112,105580,Y needs X Ved,wants,the,backstop,,taken,54.597285,-5.93012
2378,3931025,136384,Y needs X Ving,wanted,the,rules,changing,,54.881607652980364,-1.423628564562613
2379,5497045,144239,Y needs X Ved,want,the,laws,,applied,53.4807593,-2.2426305
2380,1947708,31113,Y needs X Ved,wants,the,backstop,,removed,51.5073509,-0.12775830000000002
2381,3204951,68621,Y needs X to be Ved,want,the,fight,,stopped,53.34980529999999,-6.260309700000001
2382,2727306,26144,Y needs X Ved,wanted,the,championship,,wrapped,53.5450645,-2.6325074
2383,3572790,141736,Y needs X Ving,needed,the,shape,defining,,53.193392,-2.893075
2384,1701314,11404,Y needs X to be Ved,want,the,@nysenate,,controlled,52.85897361811697,-9.110049024189893
2385,6591365,33364,Y needs X Ving,needs,the,same,doing,,51.62144,-3.943646
2386,3664260,36094,Y needs X to be Ved,want,the,children,,disappointed,52.1444641679635,-2.065539075449509
2387,1721303,117235,Y needs X Ved,wanted,the,bit,,given,53.456952157913115,-2.233479566883483
2388,6106758,177356,Y needs X Ved,want,the,question,,asked,54.71931212429472,-6.203078033235268
2389,1434738,48260,Y needs X Ving,want,the,person,serving,,53.40837140000001,-2.9915726
2390,2216308,70561,Y needs X to be Ved,wants,the,company,,abused,50.82253,-0.137163
2391,1350760,81307,Y needs X Ved,want,the,broadband,,installed,51.5073509,-0.12775830000000002
2392,5369708,99291,Y needs X Ving,need,the,fb,laughing,,53.3727181,-3.073754
2393,381465,37308,Y needs X to be Ved,want,the,trains,,cancelled,53.36757015888594,-2.173983067811433
2394,5505815,110435,Y needs X to be Ved,wants,the,process,,recognised,51.5742447,0.4856781
2395,3045826,78002,Y needs X to be Ved,deserve,the,money,,spent,51.5073509,-0.12775830000000002
2396,3721407,40227,Y needs X Ved,need,the,much,,needed,51.663006160695296,-3.827664565343883
2397,3721407,40154,Y needs X Ved,need,the,much,,needed,51.663006160695296,-3.827664565343883
2398,1504472,98726,Y needs X Ving,need,the,head,testing,,53.763201,-2.70309
2399,6438638,6122,Y needs X to be Ved,want,the,vote,,taken,52.63687779999999,-1.1397592
2400,4355658,37121,Y needs X to be Ved,want,the,system,,fixed,53.34980529999999,-6.260309700000001
2401,5316229,27618,Y needs X Ving,need,the,stop,calling,,53.4807593,-2.2426305
2402,2940784,34538,Y needs X Ved,want,the,product,,replaced,53.34980529999999,-6.260309700000001
2403,5586306,45489,Y needs X Ving,need,the,devil,beating,,53.193392,-2.893075
2404,1243654,31369,Y needs X Ved,want,the,place,,packed,51.15764319397443,1.2922683934491592
2405,1044309,26981,Y needs X Ving,want,the,most,exciting,,53.383164163093134,-1.449611572954178
2406,5622818,47785,Y needs X Ving,want,the,terrorist,hugging,,52.8792745,-2.0571868
2407,1160306,50405,Y needs X Ved,wanted,the,ball,,played,52.586973,-2.12882
2408,2453660,63197,Y needs X to be Ved,wanted,the,svr,,replaced,52.0406224,-0.7594171
2409,439248,26411,Y needs X Ved,want,the,kurds,,wiped,52.15099863361282,-7.556150537376485
2410,6233288,89802,Y needs X Ving,wants,the,financial,backing,,57.75989179999999,-7.0194034
2411,5567198,89164,Y needs X to be Ved,wants,the,prince,,called,51.77403338271282,-1.4759045652070548
2412,1727850,120577,Y needs X to be Ved,want,the,money,,given,53.34980529999999,-6.260309700000001
2413,5289521,67383,Y needs X Ving,want,the,govt,deciding,,51.5073509,-0.12775830000000002
2414,3440444,19258,Y needs X Ved,want,the,mines,,closed,52.2729944,-0.8755514999999999
2415,5995574,41495,Y needs X Ving,need,the,bag,packing,,51.3147593,-0.5599501
2416,434055,34435,Y needs X Ving,need,the,strength,training,,51.81567017754798,-0.815503586582922
2417,1317012,85188,Y needs X Ved,want,the,heating,,turned,53.1148735,-3.3103108
2418,1317012,84789,Y needs X to be Ved,want,the,uk,,ruled,53.1148735,-3.3103108
2419,2561130,123428,Y needs X Ved,want,the,scarf,,returned,51.46033918399733,-0.115405593922422
2420,2728326,40721,Y needs X to be Ved,need,the,government,,forced,52.59285967058961,-1.09663058005078
2421,2829471,139585,Y needs X to be Ved,wanted,the,baby,,buried,52.486243,-1.890401
2422,171502,58818,Y needs X Ved,needs,the,issue,,clarified,53.95996510000001,-1.0872979
2423,1072689,94745,Y needs X Ved,need,the,heating,,turned,53.34331261465831,-9.10650402195976
2424,1521598,94984,Y needs X Ving,needs,the,unique,tracking,,50.97366218007797,-1.3743520871452282
2425,1521598,94923,Y needs X Ving,needs,the,unique,tracking,,50.97366218007797,-1.3743520871452282
2426,6365348,15394,Y needs X Ved,wanted,the,situation,,resolved,54.597285,-5.93012
2427,6365348,10806,Y needs X Ved,need,the,issues,,sorted,54.597285,-5.93012
2428,1073537,40013,Y needs X to be Ved,deserves,the,right,,educated,54.881607652980364,-1.423628564562613
2429,1445876,9186,Y needs X Ved,wants,the,position,,abolished,53.381129,-1.470085
2430,2635824,92156,Y needs X Ving,need,the,kitchen,sorting,,53.5450645,-2.6325074
2431,1654229,18423,Y needs X Ving,want,the,death,stranding,,52.41191266935471,-1.5186510779627418
2432,5784614,65684,Y needs X Ved,want,the,cunt,,sacked,53.794216155403994,-2.264324564769455
2433,3197301,29383,Y needs X Ving,need,the,n55,extending,,53.5768647,-2.4282192000000005
2434,1676479,37432,Y needs X Ved,need,the,help,,given,50.9097004,-1.4043508999999998
2435,3025382,1340,Y needs X Ved,want,the,house,,fixed,51.5073509,-0.12775830000000002
2436,616479,9027,Y needs X Ving,needs,the,beard,removing,,51.5073509,-0.12775830000000002
2437,443160,34084,Y needs X Ved,want,the,account,,locked,53.455568156181094,-2.522772064827914
2438,3991404,11606,Y needs X to be Ved,want,the,user,,verified,51.5073509,-0.12775830000000002
2439,1860669,130436,Y needs X Ving,want,the,ultimate,training,,53.07003910000001,-0.80657
2440,2897545,64249,Y needs X to be Ved,want,the,poor,,helped,51.5073509,-0.12775830000000002
2441,6365517,115181,Y needs X Ving,want,the,favour,returning,,53.558301161754294,-1.4727810717877632
2442,5104924,10653,Y needs X Ving,need,the,game,changing,,51.30308568456156,-0.204339594148002
2443,3087309,39433,Y needs X Ved,want,the,agreement,,changed,54.66720162065664,-6.8135095296532775
2444,3087309,37648,Y needs X Ved,want,the,planet,,destroyed,54.66720162065664,-6.8135095296532775
2445,5885223,66804,Y needs X Ving,want,the,government,doing,,52.259319700000006,-7.110070200000001
2446,109415,95911,Y needs X Ved,wants,the,spotlight,,taken,53.34980529999999,-6.260309700000001
2447,2334028,72454,Y needs X Ving,want,the,penalties,taking,,52.1872472,0.9707801
2448,2613398,114289,Y needs X to be Ved,deserves,the,whip,,taken,51.5073509,-0.12775830000000002
2449,2323098,32453,Y needs X Ved,wanted,the,tapes,,destroyed,53.801955659532176,-1.565489569728704
2450,2818840,79987,Y needs X Ved,want,the,manager,,sacked,52.1923716697882,-1.7012615778563702
2451,2945167,86547,Y needs X Ved,want,the,sds,,removed,51.5073509,-0.12775830000000002
2452,5082420,123731,Y needs X to be Ved,want,the,eu,,destroyed,50.840331688135606,-0.130355597369922
2453,5082420,125069,Y needs X to be Ved,want,the,uk,,dominated,50.840331688135606,-0.130355597369922
